25	1333
50	8151
75	21509
100	40364
125	63363
150	92660
175	132203
200	172035
225	223951
250	281937
275	349607
300	416283
325	495793
350	570092
375	666538
400	760054
425	867597
450	979197
475	1098996
500	1219347
525	1367717
550	1482853
575	1636012
600	1798909
625	1979059
650	2162142
675	2349803
700	2497212
725	2698575
750	2909798
775	3113172
800	3324537
825	3545815
850	3756212
875	3993957
900	4213911
925	4502403
950	4717522
975	5066410
1000	5284531
