4000	131
3980	130
3960	133
3940	127
3920	135
3900	131
3880	135
3860	134
3840	134
3820	137
3800	132
3780	137
3760	131
3740	135
3720	133
3700	131
3680	134
3660	127
3640	135
3620	131
3600	135
3580	135
3560	135
3540	139
3520	135
3500	142
3480	137
3460	140
3440	139
3420	135
3400	138
3380	132
3360	135
3340	130
3320	132
3300	131
3280	127
3260	134
3240	131
3220	137
3200	136
3180	140
3160	143
3140	142
3120	148
3100	143
3080	150
3060	147
3040	147
3020	148
3000	143
2980	146
2960	139
2940	140
2920	135
2900	133
2880	135
2860	127
2840	135
2820	131
2800	134
2780	135
2760	134
2740	139
2720	135
2700	143
2680	141
2660	143
2640	145
2620	143
2600	147
2580	141
2560	145
2540	141
2520	137
2500	134
2480	133
2460	133
2440	134
2420	135
2400	137
2380	139
2360	141
2340	145
2320	148
2300	151
2280	154
2260	156
2240	159
2220	161
2200	163
2180	165
2160	165
2140	163
2120	159
2100	155
2080	148
2060	142
2040	137
2020	134
2000	135
1980	137
1960	141
1940	147
1920	153
1900	159
1880	165
1860	171
1840	175
1820	179
1800	183
1780	187
1760	189
1740	190
1720	187
1700	181
1680	173
1660	163
1640	151
1620	141
1600	135
1580	131
1560	132
1540	137
1520	143
1500	153
1480	163
1460	173
1440	181
1420	191
1400	202
1380	211
1360	218
1340	222
1320	223
1300	220
1280	215
1260	207
1240	199
1220	191
1200	185
1180	182
1160	181
1140	183
1120	187
1100	195
1080	207
1060	220
1040	234
1020	247
1000	262
980	278
960	287
940	297
920	302
900	305
880	307
860	307
840	305
820	301
800	295
780	287
760	280
740	273
720	269
700	265
680	267
660	273
640	283
620	297
600	311
580	326
560	343
540	357
520	371
500	383
480	395
460	405
440	414
420	420
400	426
380	429
360	431
340	435
320	437
300	441
280	444
260	449
240	454
220	461
200	467
180	476
160	485
140	493
120	502
100	510
80	518
60	524
40	529
20	531
0	532
-20	532
-40	531
-60	531
-80	529
-100	522
-120	518
-140	509
-160	501
-180	493
-200	485
-220	477
-240	467
-260	459
-280	447
-300	441
-320	437
-340	433
-360	429
-380	430
-400	428
-420	425
-440	426
-460	423
-480	419
-500	415
-520	409
-540	399
-560	391
-580	377
-600	363
-620	350
-640	332
-660	309
-680	291
-700	275
-720	259
-740	255
-760	261
-780	270
-800	278
-820	291
-840	303
-860	309
-880	319
-900	327
-920	329
-940	331
-960	332
-980	327
-1000	319
-1020	314
-1040	297
-1060	287
-1080	265
-1100	247
-1120	228
-1140	211
-1160	204
-1180	198
-1200	207
-1220	213
-1240	227
-1260	238
-1280	250
-1300	265
-1320	271
-1340	284
-1360	286
-1380	291
-1400	291
-1420	287
-1440	285
-1460	273
-1480	267
-1500	247
-1520	233
-1540	213
-1560	194
-1580	180
-1600	163
-1620	161
-1640	154
-1660	159
-1680	163
-1700	171
-1720	183
-1740	187
-1760	199
-1780	202
-1800	209
-1820	209
-1840	209
-1860	207
-1880	199
-1900	197
-1920	183
-1940	177
-1960	165
-1980	157
-2000	151
-2020	143
-2040	149
-2060	143
-2080	151
-2100	155
-2120	161
-2140	171
-2160	173
-2180	183
-2200	183
-2220	191
-2240	190
-2260	189
-2280	189
-2300	181
-2320	180
-2340	169
-2360	166
-2380	159
-2400	152
-2420	152
-2440	146
-2460	151
-2480	147
-2500	154
-2520	155
-2540	159
-2560	166
-2580	165
-2600	173
-2620	171
-2640	177
-2660	177
-2680	175
-2700	178
-2720	172
-2740	175
-2760	169
-2780	169
-2800	165
-2820	163
-2840	163
-2860	157
-2880	161
-2900	155
-2920	159
-2940	157
-2960	157
-2980	161
-3000	158
-3020	164
-3040	159
-3060	165
-3080	163
-3100	163
-3120	165
-3140	159
-3160	165
-3180	159
-3200	163
-3220	161
-3240	159
-3260	163
-3280	158
-3300	163
-3320	159
-3340	163
-3360	159
-3380	159
-3400	163
-3420	158
-3440	163
-3460	158
-3480	159
-3500	159
-3520	156
-3540	159
-3560	153
-3580	159
-3600	154
-3620	157
-3640	157
-3660	155
-3680	159
-3700	155
-3720	162
-3740	159
-3760	161
-3780	163
-3800	159
-3820	167
-3840	163
-3860	167
-3880	165
-3900	165
-3920	167
-3940	162
-3960	167
-3980	159
