0.904	20.876	45.009
0.902	20.865	45.013
0.902	20.880	45.019
0.902	20.880	45.023
0.902	20.874	45.030
0.902	20.878	45.037
0.901	20.880	45.041
0.901	20.879	45.050
0.901	20.881	45.056
0.901	20.880	45.058
0.901	20.873	45.056
0.900	20.874	45.066
0.900	20.880	45.074
0.900	20.880	45.078
0.900	20.881	45.084
0.900	20.874	45.092
0.900	20.877	45.093
0.899	20.879	45.102
0.899	20.873	45.102
0.898	20.881	45.111
0.898	20.881	45.115
0.898	20.868	45.119
0.898	20.883	45.125
0.897	20.880	45.120
0.897	20.881	45.123
0.897	20.880	45.135
0.897	20.879	45.141
0.897	20.874	45.132
0.897	20.882	45.145
0.896	20.874	45.145
0.896	20.877	45.156
0.896	20.880	45.157
0.895	20.869	45.162
0.895	20.879	45.168
0.895	20.880	45.170
0.894	20.873	45.172
0.894	20.878	45.177
0.894	20.879	45.175
0.893	20.872	45.176
0.893	20.880	45.187
0.892	20.880	45.191
0.892	20.881	45.193
0.892	20.880	45.194
0.891	20.876	45.195
0.891	20.878	45.202
0.890	20.880	45.207
0.890	20.872	45.206
0.890	20.880	45.210
0.890	20.880	45.210
0.889	20.873	45.215
0.889	20.882	45.217
0.888	20.879	45.219
0.888	20.872	45.219
0.888	20.880	45.227
0.887	20.876	45.223
0.887	20.879	45.232
0.887	20.878	45.228
0.886	20.879	45.232
0.886	20.877	45.227
0.886	20.880	45.237
0.885	20.877	45.240
0.885	20.878	45.244
0.885	20.879	45.243
0.884	20.873	45.245
0.884	20.880	45.246
0.884	20.875	45.250
0.883	20.872	45.250
0.883	20.877	45.243
0.883	20.879	45.258
0.883	20.880	45.253
0.882	20.879	45.261
0.882	20.876	45.254
0.882	20.877	45.260
0.881	20.876	45.265
0.881	20.877	45.265
0.881	20.874	45.264
0.881	20.869	45.264
0.880	20.870	45.267
0.880	20.870	45.268
0.880	20.870	45.271
0.879	20.859	45.273
0.879	20.864	45.271
0.879	20.861	45.277
0.879	20.856	45.275
0.878	20.859	45.284
0.878	20.859	45.278
0.878	20.851	45.277
0.878	20.856	45.283
0.877	20.858	45.287
0.877	20.852	45.275
0.877	20.855	45.282
0.876	20.852	45.283
0.876	20.852	45.284
0.875	20.844	45.287
0.875	20.833	45.284
0.874	20.841	45.283
0.874	20.844	45.287
0.874	20.836	45.284
0.873	20.839	45.286
0.873	20.833	45.282
0.872	20.837	45.288
0.872	20.834	45.293
0.872	20.831	45.293
0.872	20.831	45.297
0.871	20.828	45.292
0.871	20.829	45.293
0.870	20.827	45.287
0.870	20.828	45.297
0.870	20.825	45.297
0.869	20.819	45.292
0.868	20.819	45.293
0.868	20.809	45.298
0.867	20.815	45.299
0.867	20.809	45.295
0.866	20.800	45.294
0.866	20.801	45.296
0.865	20.803	45.296
0.865	20.795	45.299
0.865	20.800	45.295
0.864	20.798	45.300
0.864	20.798	45.298
0.864	20.794	45.300
0.863	20.789	45.301
0.863	20.787	45.298
0.863	20.791	45.298
0.862	20.789	45.300
0.862	20.786	45.298
0.862	20.788	45.295
0.862	20.781	45.298
0.862	20.786	45.303
0.861	20.784	45.302
0.861	20.775	45.298
0.861	20.781	45.303
0.860	20.780	45.299
0.860	20.770	45.306
0.859	20.772	45.306
0.859	20.774	45.298
0.859	20.762	45.304
0.859	20.772	45.306
0.858	20.772	45.296
0.858	20.771	45.300
0.858	20.768	45.302
0.857	20.761	45.303
0.857	20.760	45.305
0.857	20.763	45.307
0.856	20.755	45.304
0.856	20.759	45.302
0.855	20.442	45.283
0.855	20.530	45.307
0.855	20.746	45.306
0.854	20.752	45.305
0.854	20.751	45.307
0.854	20.748	45.304
0.853	20.735	45.309
0.853	20.741	45.295
0.853	20.739	45.307
0.852	20.731	45.308
0.852	20.736	45.307
0.851	20.733	45.307
0.851	20.712	45.307
0.851	20.733	45.310
0.851	20.727	45.312
0.851	20.730	45.309
0.850	20.731	45.309
0.850	20.728	45.307
0.850	20.729	45.309
0.850	20.726	45.306
0.849	20.726	45.310
0.849	20.719	45.309
0.849	20.722	45.310
0.848	20.707	45.307
0.848	20.715	45.306
0.848	20.712	45.314
0.847	20.701	45.313
0.847	20.705	45.309
0.847	20.702	45.309
0.846	20.706	45.298
0.846	20.703	45.313
0.846	20.691	45.305
0.845	20.695	45.307
0.845	20.689	45.304
0.845	20.686	45.306
0.845	20.684	45.307
0.844	20.685	45.311
0.844	20.682	45.298
0.843	20.672	45.302
0.843	20.660	45.308
0.842	20.678	45.304
0.842	20.671	45.306
0.842	20.660	45.308
0.842	20.661	45.309
0.841	20.654	45.306
0.841	20.647	45.307
0.841	20.653	45.308
0.840	20.648	45.308
0.840	20.639	45.305
0.840	20.644	45.301
0.840	20.635	45.306
0.839	20.635	45.302
0.839	20.633	45.303
0.839	20.628	45.303
0.838	20.628	45.304
0.838	20.618	45.300
0.838	20.613	45.303
0.837	20.604	45.300
0.837	20.607	45.303
0.837	20.595	45.297
0.836	20.595	45.298
0.836	20.585	45.297
0.836	20.566	45.298
0.835	20.561	45.294
0.835	20.551	45.302
0.835	20.538	45.298
0.834	20.528	45.295
0.834	20.518	45.295
0.833	20.502	45.286
0.833	20.485	45.296
0.832	20.467	45.296
0.832	20.466	45.299
0.831	20.454	45.296
0.831	20.440	45.292
0.831	20.438	45.293
0.830	20.428	45.291
0.830	20.417	45.290
0.830	20.414	45.295
0.829	20.414	45.288
0.829	20.407	45.294
0.829	20.398	45.284
0.829	20.388	45.295
0.828	20.378	45.288
0.828	20.364	45.285
