#freq (MHz) Vin (V) Vout(V)
#
5.000   0.188   2.84
4.890   0.188   2.88
4.615   0.192   2.98
4.409   0.190   3.04
4.500   0.190   3.00
4.730   0.188   2.92
5.145   0.188   2.78
