prova
00002.0014,001
00002.0013,002
00002.0012,003
00002.0013,004
00002.0014,005
00002.0011,006
00002.0013,007
00002.0013,008
00002.0011,009
00002.0011,010
00002.0011,011
00002.0011,012
00002.0010,013
00002.0011,014
00002.0011,015
00002.0010,016
00002.0009,017
00002.0008,018
00002.0010,019
00002.0008,020
00002.0006,021
00002.0007,022
00002.0006,023
00002.0007,024
00002.0007,025
00002.0005,026
00002.0006,027
00002.0006,028
00002.0004,029
00002.0006,030
00002.0005,031
00002.0004,032
00002.0003,033
00002.0003,034
00002.0003,035
00002.0004,036
00002.0001,037
00002.0001,038
00002.0004,039
00002.0001,040
00002.0003,041
00002.0002,042
00002.0002,043
00002.0002,044
00002.0001,045
00002.0002,046
00002.0000,047
00002.0001,048
00002.0001,049
00002.0000,050
00002.0000,051
00002.0001,052
00002.0001,053
00002.0000,054
00002.0001,055
00001.9998,056
00002.0001,057
00002.0000,058
00001.9999,059
00001.9998,060
00002.0000,061
00001.9999,062
00001.9998,063
00001.9999,064
00001.9998,065
00001.9999,066
00001.9999,067
00001.9997,068
00001.9998,069
00001.9999,070
00001.9999,071
00001.9998,072
00001.9998,073
00001.9996,074
00001.9998,075
00001.9996,076
00001.9998,077
00001.9996,078
00001.9994,079
00001.9999,080
00001.9996,081
00001.9995,082
00001.9994,083
00001.9998,084
00001.9997,085
00001.9995,086
00001.9995,087
00001.9996,088
00001.9996,089
00001.9996,090
00001.9994,091
00001.9996,092
00001.9993,093
00001.9997,094
00001.9993,095
00001.9996,096
00001.9994,097
00001.9993,098
00001.9995,099
00001.9994,100
00001.9993,101
00001.9995,102
00001.9993,103
00001.9993,104
00001.9994,105
00001.9993,106
00001.9994,107
00001.9990,108
00001.9994,109
00001.9993,110
00001.9991,111
00001.9992,112
00001.9993,113
00001.9992,114
00001.9993,115
00001.9990,116
00001.9990,117
00001.9993,118
00001.9991,119
00001.9991,120
00001.9990,121
00001.9992,122
00001.9989,123
00001.9991,124
00001.9991,125
